,매체명,헤드라인,내용요약,뉴스url
186,전자신문,"'위해성 1등급' 자동차, 리콜 정보 문자메시지로 받는다",종전 식품·의약품·건강식품만 대상이었던 위해성 등급 적용을 공산품 등 모든 품목으로 확대한다. 공정위는 위해성 등급 분류기준을 마련한다. 중앙행정기관·지자체 등은 이에 따라 등급을 부여해 사업자에게 통보한다....,http://www.etnews.com/20170828000163
187,대한급식신문사,"보령시, '5070 중년남성 요리교실' 인기","교실은 식단 구성과 건강한 식품선택 요령, 보관법과 혼자 간단하게 만들 수 있는 밑반찬과 국, 찌개, 간식 등의 조리법은 물론 직접 만든 요리를 서로 나눠 먹으며 맛도 평가하는 등 서로 모르는 아빠들 간 어려움을...",http://www.fsnews.co.kr/news/articleView.html?idxno=22353
188,뉴스1,"푹푹 찌는 여름철 건강관리, 홍삼농축액 소비량 급증","그는 “홍삼농축액은 구하기도 쉽고 간편하게 섭취할 수 있어 매년 챙겨 먹는 건강식품”이라고 말했다. 이처럼 홍삼은 식약처가 인정한 5대 기능인 면역력 증진, 피로개선, 혈소판 응집억제를 통한 혈액흐름, 기억력...",http://news1.kr/articles/?3085284
189,한국경제,"루테인, 오메가3, 비타민A…많아도 너무 많은 눈 영양제 고르는 법","이에 간편하게 눈 건강을 챙길 수 있는 건강식품에 대한 소비자의 관심도 덩달아 높아지고 있는 상황이다. 시중에 판매되고 있는 다양한 눈 영양제 중 나에게 맞는 제품을 어떻게 고르면 좋을지, 알아봤다. 황반변성이란...",http://news.hankyung.com/article/201708287387a
190,Queen,이 달의 쿠킹뉴스,"글램디, 이지슬림 레몬맛 출시 가르시니아 캄보지아 추출물을 함유해 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있는 건강기능식품이다. 비타민C가 풍부한 레몬, 깔라만시 농축액을 함유해...",http://www.queen.co.kr/news/articleView.html?idxno=210088
191,오마이뉴스,"살충제 달걀 파동, 지금 필요한 건 '옛 농사 이야기'","""하나는, 식품영양적 식품건강적 식품영성적으로 등 다각적인 측면에서 합리적인 논리와 설득력을 계발하고 전파하는 것이다. 다른 하나는, 오염된 식탁을 벗어나는 금단현상을 관통해야 한다. 그러려면 실제 입맛을...",http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002354535
192,메디컬투데이,"서울식약청,‘제3차 식·의약 시험분석 연구회’개최",이번 행사는 건강기능식품 공전시험법 개정사항 및 최신 연구동향에 대한 교육을 통해 시험·검사기관 및 자가품질검사기관 등의 품질관리 역량을 강화하고 정보교류를 활성화하기 위해 마련됐다. 주요 내용은...,http://www.mdtoday.co.kr/mdtoday/index.html?no=294220
193,현대경제신문,1천만 반려인 잡아라··· 펫푸드시장 다각화,"사조동아원도 올 1월 슬로우푸드 개념을 적용한 유기농건강펫푸드식품 '오러브잇(O'LOVEAT)' 5종을 선보였다. 오러브잇은 고급 동물성 원료(오리고기, 양고기, 연어)와 7가지 슈퍼푸드(호박, 오트밀 등) 등 공식 인증을 받은...",http://www.finomy.com/news/articleView.html?idxno=47148
194,매일일보,화장품·음료·애견 먹거리까지…제약업계 손잡는 유통업계,인핸서란?과일에?부족하기?쉬운?유산균·타우린·탄수화물·무기질·칼슘?등?영양소를?보충해줄?수?있는?건강식품이다. ?'히비스커스로?완성하는?심쿵바디?히비스커스'·'생기?UP?비타민'·'하루?한?잔?에너지...,http://www.m-i.kr/news/articleView.html?idxno=337975
195,에너지경제,"종근당, 맞춤형 프로바이오틱스 유산균 ‘프리락토 4종’",28일 종근당에 따르면 자사의 프로바이오틱스 건강기능식품 ‘프리락토 4종’은 소비자가 자신에게 알맞은 제품을 선택할 수 있도록 균주와 제형을 다양화한 맞춤형 제품이다. ‘프리락토 프리미엄 장용캡슐’과...,http://www.ekn.kr/news/article.html?no=308553
196,메트로신문,"혁신형 제약·바이오기업을 가다⑨-한미약품, 혁신 신약개발로 글로벌 R&D 선도","및 건강식품 전문회사 한미메디케어, IT 솔루션기업 한미IT 관계사를 보유하고 있다. 아울러 한미약품은 신약개발을 전담하는 한미약품연구센터와 제제연구 및 합성의약품 생산기지인 팔탄공단, 바이오의약품 및...",http://www.metroseoul.co.kr/news/newsview?newscd=2017082800052
197,데일리그리드,"뉴트라에스씨, '수면 효율이 높은 건강한 잠' 강조","이에 따라 건강보조식품 전문가들은 '수면 효율이 높은 건강한 잠'을 강조하며 아래와 같이 설명했다. 얼마 전 KBS <생로병사의 비밀>에서 OECD 국가 가운데 최저 수면 국가라는 대한민국의 현실을 다루며 ""졸음도 병이다!...",http://www.dailygrid.net/news/articleView.html?idxno=57985
198,뉴데일리,"AK몰, 가을 패션·뷰티 아이템 최대 60% 할인",[뉴데일리-진범용 기자] AK몰은 이달 말까지 ‘FALL IN LOVE’ 기획전을 열고 가을 의류뷰티 및 건강식품 등을 최대 60% 할인 판매한다고 28일 밝혔다. 이번 기획전은 ‘여름과 가을 사이’를 테마로 가을 뷰티...,http://biz.newdaily.co.kr/news/article.html?no=10139810
199,SBS CNBC,‘네츄럴라이프’ 건강기능식품 브랜드 ‘VAP’ 올리브영 외 주요 드럭스토어 입점,한화제약 ㈜네츄럴라이프(사장 김경락)의 건강기능식품 브랜드 ‘VAP’가 국내 대표 헬스앤뷰티 스토어 올리브영에 입점했다고 밝혔다. 올리브영에 입점하는 맛있고 간편한 건강기능식품 ‘VAP’는 출시 2개월만에...,http://sbscnbc.sbs.co.kr/read.jsp?pmArticleId=10000872208
200,한국일보,[2017 대한민국 베스트신상품] 더제이 건강나라,이 제품은 곰탕 및 설렁탕 국물 외에 건강 보조 식품 등도 제조 가능하다. 약초와 재료를 넣고 고압으로 추출하면 추출기는 재료가 갖는 천연의 맛과 향은 살리고 몸에 좋은 건강 보조 식품들이 만들어지기 때문에...,http://www.hankookilbo.com/v/846b206e11694e869e6c85914e4bf514
201,NSP통신,"대구과학대, 경북도 중견간부양성과정 요리실습 교육 운영","대구과학대 식품영양조리학부는 이번 교육의 주제를 '식품과 건강'으로 정하고, 알리오 올리오, 쉬림프 앤 찹스테이크, 치즈를 곁들인 칼라토마토 프렌치드레싱 샐러드, 호두크림치즈 베이글, 치킨랩 샌드위치...",http://www.nspna.com/news/?mode=view&newsid=238099
202,글로벌이코노믹,"건기식도 맞춤 시대… 종근당, 맞춤형 프로바이오틱스 유산균 ‘프리락토4종’",종근당의 프로바이오틱스 건강기능식품 ‘프리락토 4종’은 소비자가 자신에게 알맞은 제품을 선택할 수 있도록 균주와 제형을 다양화한 맞춤형 제품이다. ‘프리락토 프리미엄 장용캡슐’과 ‘프리락토베베’는 장내에...,http://www.g-enews.com/ko-kr/news/article/news_all/201708281623488929e6a49afa8d_1/article.html
203,스포츠서울,"‘네츄럴라이프’ 건강기능식품 브랜드 ‘VAP’, 올리브영 등 주요 드럭스토어 입점",[스포츠서울 김수지기자] 한화제약 '네츄럴라이프'(사장 김경락)의 건강기능식품 브랜드 ‘VAP’가 국내 대표 헬스앤뷰티 스토어 올리브영에 입점했다고 밝혔다. VAP 브랜드 제품은 총 10종으로 현대인의 24시간...,http://www.sportsseoul.com/news/read/545774
204,뉴스타운,횡성군 횡성토마토 라이코펜 등 생리활성 물질 분석 실시,토마토가 소비자들에게 건강식품으로 주목받는 가장 큰 이유는 토마토에 다량으로 함유된 라이코펜과 항산화물질이다. 토마토의 붉은색을 띄게 하는 라이코펜은 항산화 작용을 통해 유해산소를 배출시키는 역할을 한다....,http://www.newstown.co.kr/news/articleView.html?idxno=296326
205,스포츠서울,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",[스포츠서울 이선율기자]핀테크 솔루션 및 PG 시스템 구축 전문업체인 인피니소프트는 종근당건강이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이’ 결제 서비스를 제공한다고 28일 밝혔다. 첫...,http://www.sportsseoul.com/news/read/545837
206,폴리뉴스,동안피부를 위한 여성건강식품 3인방...'스피루리나·달맞이꽃종자유·칼슘',"스피루리나, 달맞이꽃종자유, 칼슘제는 여성들에게 부족할 수 있는 부분들을 채워줄 수 있는 건강식품으로 평소에 가까이하면 좋다. 동안피부를 원하는 여성들에게 스피루리나는 필수일 만큼 널리 알려졌다. 스피루리나...",http://www.polinews.co.kr/news/article.html?no=326239
207,Queen,"다이어트 건강식, 자연지애 10배 고농축 '풋사과분말'","한편, 2016국회수상 소비자선호브랜드 대상을 수상한 건강식품 브랜드 자연지애는 풋사과의 효능을 극대화한 10배 고농축 '풋사과분말'을 제공하고 있다. 자연지애 관계자는 ""자연지애의 10배 고농축 '풋사과분말'은...",http://www.queen.co.kr/news/articleView.html?idxno=210105
208,EBN,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",ⓒ인피니소프트 [EBN 김언한 기자] 인피니소프트는 종근당건강이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이’ 결제 서비스를 제공한다고 28일 밝혔다. 이노페이 서비스는 오프라인 현장에서...,http://www.ebn.co.kr/news/view/907064
209,스포츠조선,뱃살 빼는 법? 뱃살 빼는 갈색 지방에 주목해야,"'먹어도좋아'는 다년간의 다이어트 제품개발 경험을 바탕으로 대표제품 '먹어도좋아' 를 비롯하여 '굵어도좋아?' '되돌려주세요' '빠져라' '나와라꾸릉꽝꽝' 등의 건강 기능 식품을 개발, 판매하고 있으며, 이외에도...",http://sports.chosun.com/news/ntype.htm?id=201708290100250190018529&servicedate=20170828
210,폴리뉴스,"다이어트 방법, 먹으면서 다이어트 하는 칼로바이 선보여",최근 SNS를 통해 손나은 다이어트 방법으로 알려진 칼로바이가 다이어트 건강기능식품으로 알려지고 있다. 제품에 함유된 녹차 카테킨 성분이 체지방을 감소시키는 데 도움을 주며 배변 활동을 원활하게 하는 알로에 전잎...,http://www.polinews.co.kr/news/article.html?no=326258
211,국민일보,"올리브영 외 주요 드럭스토어 입점한, ‘네츄럴라이프’ 건강기능식품 브랜드 ‘VAP’",한화제약 ㈜네츄럴라이프(사장 김경락)의 건강기능식품 브랜드 ‘VAP’가 국내 대표 헬스앤뷰티 스토어 올리브영에 입점했다고 밝혔다. 올리브영에 입점하는 맛있고 간편한 건강기능식품 ‘VAP’는 출시 2개월만에...,http://news.kmib.co.kr/article/view.asp?arcid=0011713057&code=61141611&cp=nv
212,비즈트리뷴,"안전한 생리대 찾아 삼만리 '해외직구' 상승, ""유해성 시험 결과 공개하라"" 시민단체",[비즈트리뷴]'릴리안 생리대' 논란이 커지면서 안전한 생리대를 찾아 해외직구를 하는 사람들이 많아졌다.건강식품 직구 사이트인 '아이허브' 등에서 나트라케어와 콜만은 일시품절 상태이며 몰테일에 따르면 건강식품...,http://biztribune.co.kr/n_news/news/view.php?no=24505
213,에이빙뉴스,"[세텍메가쇼 2017 시즌2] (주)제월당, 150년 전통 경옥고 선봬","공진단, 우황청심환과 함께 여전히 한방의 3대 보약으로 꼽히는 건강식품이다. ㈜제월당에서 만드는 '변석홍옥고'는 시중의 경옥고와 달리 인삼 대신 홍삼을 사용한다. 인삼은 체질과 나이에 따라 복용이 힘들 수도...",http://kr.aving.net/news/view.php?articleId=1380032&Branch_ID=kr&rssid=naver&mn_name=news
214,약업신문,"팜투게더, 실용 약학 아카데미 오픈","아카데미에서는 각 분야별로 약국에서 상담판매를 위해 필요한 학술과 실전 응용 노하우를 강의함은 물론, 후원사인 약국전용 건강식품 브랜드 ‘뉴트리파마’ 부스를 통해 강의 내용에 맞춰 활용할 수 있는 제품군도...",http://www.yakup.com/news/index.html?mode=view&cat=13&nid=209166
215,데일리시큐,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",인피니소프트(대표 황인철)는 종근당건강(대표 김호곤)이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이(INNOPAY)’ 결제 서비스를 제공한다고 밝혔다. 종근당건강은 최근 인피니소프트와 계약을 맺고...,http://www.dailysecu.com/?mod=news&act=articleView&idxno=23224
216,데일리그리드,"동국제약, 반려동물 브랜드 '몰리스케어플러스' 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. 또한 사료는 보관이 쉽도록 개별 포장하고...",http://www.dailygrid.net/news/articleView.html?idxno=57957
217,아이뉴스24,"[오늘의 유통 단신]롯데월드, '호러 할로윈 2' 개최 外",이번 입점 설명회에서는 건강식품팀 나정채 팀장이 나서 NS홈쇼핑의 소개 및 홈쇼핑 업계에 대한 경쟁상황과 홈쇼핑 소비자들의 니즈에 대한 간략한 설명을 시작으로 입점 프로세스에 대한 설명을 진행했으며 설명회...,http://www.inews24.com/php/news_view.php?g_serial=1044789&g_menu=022500&rrf=nv
218,서울파이낸스,"HDC신라면세점, 여름성수기 생활용품 '인기'","HDC신라면세점은 최근 건강식품 등에 대한 내국인들의 선호도가 높아진 것을 매출 신장 원인으로 꼽았다. 김연탁 HDC신라면세점 마케팅전략팀 팀장은 ""최근 내국인들의 면세 쇼핑 트렌드가 다양해지고 있다""며 ""이에...",http://www.seoulfn.com/news/articleView.html?idxno=286554
219,뉴스인사이드,"릴리안 생리대 환불, 해외직구 급증…부작용 호소보니? ""결국 생리 멈췄다""",해외 배송대행업체인 몰테일이 건강식품 전문쇼핑몰 '비타트라'의 생리용품 해외직구 건수를 집계한 결과에 따르면 18~24일 주문 물량은 11~17일 대비 약 6.6배 증가했다. 같은 기간 생리컵의 경우 판매 건수도 470% 뛰었다....,http://www.starseoultv.com/news/articleView.html?idxno=471620
220,데일리팜,"약사교육 전문 팜투게더, 실용 약학 아카데미 오픈",각 분야별로 약국 상담판매를 위한 학술과 실전 응용 노하우는 물론 후원사인 약국전용 건강식품 브랜드 뉴트리파마 부스를 통해 활용 가능한 제품군이 소개될 예정이다. 아카데미에 참여하는 뉴트리파마는 약국가에...,http://www.dailypharm.com/News/230225
221,광주매일신문,"자연지애, 독일 ‘라벤호르스트’의 100%석류즙 ‘유기농 석류압착 원액주스’ 출시 이벤트",2016 국회수상 소비자선호브랜드 대상을 수상한 건강식품 브랜드 자연지애는 210년 독일 유기농 명가 ‘라벤호르스트’의 과학적 압착방식인 ‘디렉트자프트’ 기술로 탄생한 신제품 ‘유기농 석류압착 원액주스’를...,http://www.kjdaily.com/read.php3?aid=1503910712416830203
222,이뉴스투데이,"서울디지털대 재학생 설문, ""해외직구 유경험자 90% 만족""","주로 구매하는 품목에 대해서는 전체 응답자의 21.4%가 '전자제품'이라고 응답했고, 그 다음으로 '의류'(19.8%) '식품/건강식품'(12.6%) '패션소품'(9.7%) '화장품'(5.1%) '서적/음반'(4.7%) '유아용품'(4.5%)순이었다. 구매 품목의...",http://www.enewstoday.co.kr/news/articleView.html?idxno=1102557
223,광남일보,[기고]버섯음식 생활화로 면역력 강화하자,따라서 현재는 부작용이 적은 바이오의약품과 건강기능식품을 선호하는 추세로 변화되어 가고 있다. 이에 따른 질병을 이겨낼 수 있는 면역력을 길러주는 식품 등에 대한 관심이 커지고 있다. 면역력이란 몸 안으로...,http://www.gwangnam.co.kr/read.php3?aid=1503914470265932129
224,부산일보,데굴데굴~ 콩의 '무한 변신',대표적인 건강식품인 콩이 다양한 모습으로 변신하고 있다. 콩은 예로부터 '밭에서 나는 고기'로 불릴 정도로 최고의 식물성 단백질을 자랑한다. 여러 영양소가 풍부하게 함유돼 있어 그 효능만큼이나 폭넓게 활용된다....,http://news20.busan.com/controller/newsController.jsp?newsId=20170828000226
225,파이낸셜뉴스,직판업계 상위권 순위 지각변동… 4위였던 '애터미' 2위로 올라서,"업계에서는 ""더이상 대형 직판업체들의 제품이 특별하지 않다는 인식이 번지면서 신규업체들의 진입이 활발해진 것""이라면서 ""화장품과 세제, 건강기능식품에 집중하는 전략에서 벗어날 필요가 있다""고 지적했다....",http://www.fnnews.com/news/201708281938092480
226,아크로팬,"K뷰티 바람 타고, 한국 제약 화장품 바이오 기업 '훨훨'",제약 화장품 건강기능식품 등의 분야에서 한국콜마 한국콜마홀딩스 콜마BNH 등 3개 계열사가 일궈내는 매출을 합치면 1조원대의 중견그룹이다. 특히 윤동한 한국콜마 회장은 2013년 월드클래스300기업협회 창립이래...,http://www.acrofan.com/ko-kr/detail.php?number=60058&thread=AA08
227,글로벌이코노믹,"신라아이파크면세점, 여름 성수기 구매행태 상품 살펴보니…","당초 외국인 고객을 타깃으로 기획했으나, 건강식품 등에 대한 내국인 고객들의 선호도도 함께 높아지고 있어 판매량이 증가된 것으로 분석된다. 한지명 기자 yolo@g-enews.com <저작권자 ⓒ 글로벌이코노믹 무단전재 및...",http://www.g-enews.com/ko-kr/news/article/news_all/2017082820113597890c5a03ecec_1/article.html
228,브릿지경제,"동국제약, 이마트와 반려동물 브랜드 ‘몰리스케어 플러스’ 론칭","이번에 출시된 사료와 영양제들은 잇몸, 관절, 눈, 피부, 면역 등으로 구분되어 기획된 상품으로 기존 건강기능식품에 사용되는 다양한 원료들을 배합한 것이 특징이다. 또한 사료는 보관이 쉽도록 개별 포장하고...",http://www.viva100.com/main/view.php?key=20170828020020735
229,글로벌이코노믹,"[장바구니 꿀팁] 롯데마트, AK몰, 농협유통","◇AK몰, 가을 패션 뷰티 아이템 최대 60% 할인 AK플라자가 운영하는 종합온라인쇼핑몰 AK몰은 8월28일부터 31일까지 ‘FALL IN LOVE’ 기획전을 통해, 가을 의류 뷰티 및 건강식품 등을 최대 60%까지 할인 판매한다. 가을...",http://www.g-enews.com/ko-kr/news/article/news_all/2017082820301571310c5a03ecec_1/article.html
230,스포츠Q,"심오한 빛 발산하는 맥문동꽃의 향연 '성주 성밖숲', 당일치기든 1박2일이든 국내 초가을여행지로 아라월드·한개마을과 함께 추천할만...김천 구미 왜관 칠곡 구미가 가까워",맥문동은?단순한?건강식품이?아니기?때문에?효능과?부작용이?동시에?있음을?기억해야?합니다.?함부로?섭취하지?말아야?한다는?뜻이지요.?개별적인?체질이나?증상에?따라?한의사?처방을?받아?복용해야...,http://www.sportsq.co.kr/news/articleView.html?idxno=252079
231,아크로팬,"인피니소프트, 종근당건강에 ‘이노페이’ 결제 서비스 제공",(아크로팬=권용만) 인피니소프트(대표 황인철)는 종근당건강(대표 김호곤)이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이(INNOPAY)’ 결제 서비스를 제공한다고 밝혔다. 첫 공개 직후부터 꾸준한...,http://www.acrofan.com/ko-kr/detail.php?number=60117&thread=BA07
232,아크로팬,"NS홈쇼핑, 경북지방우정청과 손잡고 홈쇼핑 입점설명회 진행",이날 입점 설명회에서는 건강식품팀 나정채 팀장이 나서 NS홈쇼핑의 소개 및 홈쇼핑 업계에 대한 경쟁상황과 홈쇼핑 소비자들의 니즈에 대한 간략한 설명을 시작으로 입점 프로세스에 대한 설명을 진행했으며...,http://www.acrofan.com/ko-kr/detail.php?number=60124&thread=AB08
233,아이티데일리,"인피니소프트, 종근당건강에 '이노페이' 결제 서비스 제공",종근당건강은 다이어트 건강기능식품 '24360올컷' 판매 시 '이노페이' 결제 시스템을 적용했다. 종근당건강에 제공되는 '이노페이' 서비스는 오프라인 현장에서 판매자가 대면 및 비대면으로 간편하게 상품 대금을 결제...,http://www.itdaily.kr/news/articleView.html?idxno=84690
234,데일리팜,서울식약청 '제3차 식의약 시험분석 연구회' 개최,이번 행사는 건강기능식품 공전시험법 개정사항 및 최신 연구동향에 대한 교육을 통해 시험·검사기관과 자가품질검사기관 등의 품질관리 역량을 강화하고 정보교류를 활성화하기 위해 마련됐다. 주요 내용은...,http://www.dailypharm.com/News/230238
235,기호일보,"의정부시, 신한대와 흥선권역 ‘화재 예방 캠페인 Code-Black’ 실시","이 밖에도 일상생활용품과 건강식품을 제공하고, 대상자의 복지욕구, 주거환경, 건강상태 등에 대한 모니터링 및 상담을 통해 복지 서비스 기초자료를 확보할 계획이다. 흥선권역 관계자는 ""상반기에도 흥선권역 내...",http://www.kihoilbo.co.kr/?mod=news&act=articleView&idxno=713306
236,충청일보,한국보건복지인력개발원 영양표시전문가 과정 운영,영양표시 △사회문화적 식생활 트렌트 분석 △건강기능식품의 영양표시기준 등의 내용으로 구성돼 있다. 아울러 어린이 식생활 안전관리에 대한 국가정책과 밀접한 교육도 실시하고 있다. 문의 ☏043-710-9265.,http://www.ccdailynews.com/news/articleView.html?idxno=936570
237,넥스트데일리,"종근당건강, 인피니소프트 ‘이노페이’ 결제 서비스로 매출 상승 기대",인피니소프트의 이노페이 화면 인피니소프트(대표 황인철)는 종근당건강(대표 김호곤)이 만든 다이어트 건강기능식품 ‘24360올컷’ 판매 시 ‘이노페이(INNOPAY)’ 결제 서비스를 제공한다고 밝혔다....,http://www.nextdaily.co.kr/news/article.html?id=20170828800059
238,중앙일보,[라이프 트렌드] “자연 원료·성분 얻는 기술력으로 의약품·건기식 개발에 힘쓸 것”,혁신적인 기술력을 바탕으로 국내 건강기능식품 시장도 이끌고 있다. 신용철 아미코젠 대표를 만나 기술 개발 스토리와 성공 비결을 들었다. Q : 학계에 몸담고 있다가 창업한 계기가 있나. A : “1980년대 초반부터 효소...,http://news.joins.com/article/olink/21474806
239,중앙일보,[라이프 트렌드] 아침엔 꼭 단백질 섭취! 머리 맑아져 일·공부 술술~,"허벌라이프24 리빌드 스트랭쓰 건강기능식품인 허벌라이프24 리빌드 스트랭쓰는 농축유청단백질, 분리유청단백질, 비타민B 복합물, 철분이 고루 들어 있어 근육과 건강 유지에 도움을 준다. 에너지 소비가 많은 신체...",http://news.joins.com/article/olink/21474808
240,중앙일보,[라이프 트렌드] 장수마을서 찾아낸 한국인 맞춤형 유산균 출시,종근당건강은 중·장년층을 위한 유산균 건강기능식품 ‘락토핏 장수미락’(사진)을 출시했다. 노화에 따른 장 건강을 지키기 위한 맞춤형 유산균 제품으로 국내 장수마을에서 발견한 특허 유산균 ‘락토바실러스...,http://news.joins.com/article/olink/21474812
241,강원도민일보,[횡성]횡성토마토 생리활성 물질 분석 나선다,토마토가 소비자들에게 건강식품으로 주목받는 가장 큰 이유는 토마토에 다량 함유된 라이코펜과 항산화물질 때문이다. 군농업기술센터는 횡성지역에서 재배되는 토마토에 얼마만큼의 라이코펜과 항산화물질이 들어있고...,http://www.kado.net/?mod=news&act=articleView&idxno=870722
242,강원일보,[횡성]횡성 대표 토마토 선발,토마토가 건강식품으로 주목받는 것은 라이코펜 등 항산화물질이 다량 함유돼 있기 때문이다. 라이코펜은 항산화 작용을 통해 유해산소를 배출시키는 역할을 한다. 이번 분석은 횡성산 토마토에 얼마만큼의 라이코펜과...,http://www.kwnews.co.kr/view.asp?aid=217082800095&s=501
243,경상매일신문,‘요리도 하고 화합도 키우고’,"대구과학대 식품영양조리학부는 이번 교육의 주제를 ‘식품과 건강’으로 정하고 △알리오 올리오, 쉬림프 앤 찹스테이크 △치즈를 곁들인 칼라토마토 프렌치드레싱 샐러드 △호두크림치즈 베이글 △치킨랩 샌드위치...",http://www.ksmnews.co.kr/default/index_view_page.php?idx=183941&part_idx=300
244,국제뉴스,"'좋은 아침' 몸속의 정수기, 신장이 위험하다! 신장 건강의 모든 것","이어서 2부, ‘건강식탁 살짝궁’ 코너에서는 신장 건강을 돕는 식품을 만나본다. 혈관을 튼튼하게 해 신장 기능을 향상시키는 식품은 물론, 각종 질병의 원인인 활성산소를 제거해주는 식품까지, 신장을 튼튼하게 만들어...",http://www.gukjenews.com/news/articleView.html?idxno=772852
245,한국농업신문,눈에 좋은 베타카로틴 고구마 ‘풍원미’ 인기,‘풍원미’는 찐 고구마 감미도가 16.5로 높아 맛이 좋고 눈 건강에 특히 좋은 베타카로틴이 100g당 9.1mg 들어 있어 소비자의 선호도가 높은 건강식품이다. 현재 생산자와 유통사업단을 중심으로 농수산물도매시장 등에...,http://www.newsfarm.co.kr/news/article.html?no=18600
246,동아일보,[상생경영]年 9000농가에 경작자금 무이자 지원,[동아일보] 건강기능식품을 대표하는 브랜드 ‘정관장’으로 오랫동안 국민의 사랑을 받아온 KGC인삼공사는 홍삼으로 몸과 정신의 건강을 도울 뿐 아니라 세상이 건강해질 수 있도록 다양한 상생경영과 사회공헌...,http://news.donga.com/3/all/20170828/86042629/1
247,동아일보,[골든걸]동아일보 골든걸과 함께한∼ 김정문알로에 뷰티 클래스 현장!,국내 최초 알로에 전문 건강기능식품 브랜드 김정문알로에에서 골든걸 독자 10명을 김정문알로에 본사로 초대했다. 머리부터 발끝까지 예뻐지고 건강해지는 ‘알로에 토털 뷰티 케어’ 클래스(이하 알로에 뷰티 클래스)...,http://news.donga.com/3/all/20170828/86044500/1
248,동아일보,"[골든걸]국내 최초 · 최장수 와인 마주앙, 올해 40주년 맞아 外","■ 항산화성분 견과류 1위, 슈퍼 너트 ‘피칸(pecan)’ 견과류는 다이어트 시 부족해지기 쉬운 영양소를 보충하는데 좋은 건강식품이다. 특히 ‘견과류의 여왕’이라 불릴 만큼 각종 영양 성분이 풍부한 피칸은...",http://news.donga.com/3/all/20170828/86042720/1
249,조선일보,항염·항노화 효과 新 수퍼푸드 '해죽순',"또한 해죽순은 쌀이나 국수, 두부 등 식품가공용을 비롯해, 건강기능식품과 염증 치료용 제약의 원료 등으로 다양하게 활용되고 있다. 현재 농업회사법인 ㈜토디팜코리아에서 개발, 수입해서 시판 중이다. 해죽순...",http://news.chosun.com/site/data/html_dir/2017/08/28/2017082802169.html
250,조선일보,8가지 천연 재료 달여… 가래·천식 완화에 효과,"청폐고는 한의사 변기원 원장의 고조부 변석홍옹이 낙향해 세운 제월당에서 5대째 이은 어의 가문의 비법으로 첨가물을 전혀 넣지 않은 천연건강 식품이다. 청폐고는 방부제, 첨가물, 설탕, 색소를 전혀 넣지 않고...",http://news.chosun.com/site/data/html_dir/2017/08/28/2017082802232.html
251,조선일보,"영양소 흡수 돕는 효소, 하루 1포씩 간편하게 먹자",건강식품] CJ제일제당 제공 소화는 생명 유지의 원료인 영양소가 체내로 흡수되는 과정이다. 영양소가 제대로 흡수돼야 몸 속 세포와 여러 장기가 제 기능을 할 수 있다. 이 과정에서 반드시 필요한 게 바로 효소다....,http://news.chosun.com/site/data/html_dir/2017/08/28/2017082802248.html
252,조선일보,[알립니다] 中경제 새 성장동력 '수퍼 스타트업',작년 매출 101조원을 기록한 세계 최대 식품회사 스위스 '네슬레'가 최근 염분·당분·지방을 줄인 건강식품을 출시한 배경을 사례연구로 다뤘다. 치킨 프랜차이즈 bhc치킨의 박현종 회장을 만나 치열한 경쟁 속에서도...,http://news.chosun.com/site/data/html_dir/2017/08/29/2017082900169.html
253,브레이크뉴스,"단양군-(주)돋음, 농·식품 공동협력 협약체결","협약식을 체결한 류 군수는, “단양군, 아로니아 영농조합, (주)돋음과 상생업무협약을 체결했다”며, “앞으로 아로니아를 가공하여 소비자가 선호하는 건강한 식품으로 다가가겠다”고 말했다. ◆영상뉴스는 아래의...",http://www.breaknews.com/sub_read.html?uid=527301§ion=sc2
254,메디파나뉴스,"약사교육 전문 팜투게더, 8주 과정 학술 강의 연다","아카데미에서는 각 분야별로 약국에서 상담판매를 위해 필요한 학술과 실전 응용 노하우를 강의함은 물론, 후원사인 약국전용 건강식품 브랜드 '뉴트리파마' 부스를 통해 강의 내용에 맞춰 활용할 수 있는 제품군도...",http://medipana.com/news/news_viewer.asp?NewsNum=205960&MainKind=A&NewsKind=5&vCount=12&vKind=1
